960.564	50473.8
958.764	51044.8
956.962	51110.3
955.16	51397.7
953.357	52170.3
951.554	52131.4
949.75	52360
947.946	52837.8
946.141	52854
944.336	52849.5
942.53	53274
940.723	53481.1
938.916	53220.4
937.108	53363.7
935.299	53205.5
933.49	53421.9
931.681	53406
929.871	53778.3
928.06	53865.9
926.249	53774
924.437	53373
922.624	53350.3
920.811	52901.5
918.997	52861
917.183	52478.7
915.368	52245.5
913.553	52190
911.737	51629.4
909.92	51908.6
908.103	51296.1
906.285	51337.2
904.467	51136.4
902.648	51203.7
900.828	51560.8
899.008	51509.7
897.188	51277.5
895.366	50935.5
893.544	50971.2
891.722	50986.2
889.899	50946.3
888.075	51350.6
886.251	51062.6
884.426	50722.7
882.6	50759.6
880.774	50633.6
878.948	50911.4
877.12	50644.5
875.293	50414.6
873.464	50519.9
871.635	50366.8
869.806	50469.2
867.975	50384.5
866.144	50339.4
864.313	50232.9
862.481	50187.9
860.648	50267
858.815	50261.5
856.981	50271
855.147	50067.9
853.312	50017.5
851.476	49641.6
849.64	49716.6
847.803	49796.9
845.966	49557.5
844.128	49476
842.289	49287.1
840.45	49098.4
838.61	49195.1
836.77	49164
834.929	48946.9
833.087	48743.5
831.245	48583.7
829.402	48417.2
827.559	48344.4
825.715	48293.2
823.87	48200.1
822.025	48227.6
820.179	48259.2
818.332	48074.1
816.485	48190.9
814.638	48006
812.789	48086.2
810.94	47855.4
809.091	48078.9
807.241	48059
805.39	48160.7
803.539	48124.5
801.687	48349
799.834	48454.5
797.981	48229.4
796.127	48162.2
794.273	48375.5
792.418	47877.1
790.562	48367.8
788.706	48420.5
786.849	48401.8
784.992	48470.6
783.134	48712.9
781.275	48664.5
779.416	48269.2
777.556	48501.9
775.695	48543.6
773.834	48547.7
771.972	48608.1
770.11	48534.3
768.247	48743.6
766.383	48314.3
764.519	48542.3
762.654	48662.9
760.789	48325.1
758.922	48685.5
757.056	48314.4
755.188	47847.2
753.32	48434.9
751.452	48211.4
749.583	48298.3
747.713	48180.6
745.842	47940
743.971	48001.6
742.099	48015
740.227	48303.4
738.354	48051
736.481	47882.9
734.606	47906.9
732.732	47813.6
730.856	47850.9
728.98	48242.7
727.103	47968.1
725.226	48408.9
723.348	48603
721.469	49027.2
719.59	49757.1
717.71	50648.8
715.83	50880.4
713.949	51482.7
712.067	51385.7
710.185	51122.8
708.302	50577.2
706.418	49896.7
704.534	48931.3
702.649	48543.5
700.763	47894.7
698.877	47971.4
696.99	48309.1
695.103	48435.9
693.215	48782.4
691.326	49189.5
689.437	49371.5
687.547	49488.5
685.656	48879.4
683.765	48057.9
681.873	47398.2
679.98	46715.1
678.087	46225.3
676.193	45719.9
674.299	45544.8
672.404	45082.2
670.508	44918
668.612	44351.8
666.715	44480.4
664.817	44607.7
662.919	44121.1
661.02	44298.4
659.12	44320.3
657.22	44022.4
655.319	43922
653.418	44247.6
651.515	43646.5
649.613	43567.3
647.709	43567
645.805	43556.1
643.9	43839.3
641.995	43727.3
640.089	43536.7
638.182	43445.9
636.275	43494
634.367	43576.2
632.458	43408.2
630.549	43403.9
628.639	43703.3
626.728	43454.2
624.817	43502.2
622.905	43385.3
620.993	43701.3
619.08	43495.6
617.166	43273.1
615.251	43288.4
613.336	43166.6
611.42	43262.7
609.504	43405.8
607.587	42954.1
605.669	42853.4
603.751	43242.8
601.832	43179.8
599.912	43174.2
597.992	43244
596.07	43333.3
594.149	43142.9
592.226	43471.4
590.303	43355.1
588.38	43543
586.455	43591.8
584.53	43552.1
582.605	43619
580.678	43291.3
578.751	43699.4
576.824	43855.6
574.896	43406.2
572.967	43428.9
571.037	43325.8
569.107	43343.3
567.176	43442.4
565.244	43247.5
563.312	43288.3
561.379	42992.7
559.445	42937.9
557.511	43113.1
555.576	43094.3
553.64	43399.8
551.704	42952.3
549.767	43181.5
547.83	43367.9
545.891	43177.5
543.952	43148.4
542.013	43400.3
540.073	43333.8
538.132	43398.7
536.19	43365.7
534.248	43484.6
532.305	43503
530.361	43711.7
528.417	43913.9
526.472	44041.4
524.526	43738.4
522.58	43592.2
520.633	43394.8
518.685	43907.3
516.737	43860
514.788	43608.8
512.838	43924.5
510.888	43668.3
508.936	44142.6
506.985	44044.1
505.032	43788
503.079	44028.8
501.125	44296.3
499.171	44307.8
497.216	44210.6
495.26	44222.1
493.304	43856.6
491.346	44084
489.389	44030.4
487.43	44616.3
485.471	44478.3
483.511	44600.5
481.55	44384.8
479.589	44742.8
477.627	44643.2
475.664	44966.4
473.701	45222
471.737	45323.3
469.772	45316.4
467.807	45501.6
465.841	45405.6
463.874	45380.9
461.907	45577.2
459.939	45736.6
457.97	45803.2
456	45476.2
454.03	45739.5
452.059	45622
450.088	45812.7
448.116	45566
446.143	45659
444.169	46090.2
442.195	45839.8
440.22	45961.7
438.244	46184.8
436.268	46242
434.291	46292.8
432.313	46470
430.334	46501.7
428.355	46740.6
426.375	46984.3
424.395	47005.7
422.413	47467.4
420.431	47085
418.449	47248.8
416.465	46929.7
414.481	47261
412.497	47330
410.511	47496
408.525	47474.2
406.538	47592.2
404.551	47741.5
402.563	48089.4
400.574	47939.2
398.584	48433.7
396.594	48936.7
394.603	49546.1
392.611	50168.8
390.619	51072.1
388.625	52959.4
386.632	53912.5
384.637	54099.1
382.642	53759.2
380.646	53318.2
378.649	51917.1
376.652	51139
374.654	50606.7
372.655	50376.2
370.656	50449.7
368.655	50573.2
366.655	50301.7
364.653	50227.7
362.651	50005.2
360.648	49948.9
358.644	49958.7
356.64	49720.3
354.634	50099.2
352.629	50070.3
350.622	50278.1
348.615	50401.1
346.607	50128
344.598	50346.8
342.589	49912.2
340.579	50128.3
338.568	49987.5
336.556	50094.1
334.544	50235.4
332.531	49877.3
330.518	49965.2
328.503	49979.8
326.488	49981.9
324.472	50192.4
322.456	50054.4
320.439	50418.3
318.421	50317.5
316.402	50278.6
314.383	50172.9
312.363	50240.5
310.342	50347.6
308.32	50078.7
306.298	50834.8
304.275	50223.6
302.251	50457.8
300.227	50805.4
298.202	50718.3
296.176	50262.2
294.149	50457.8
292.122	50938.1
290.094	50844.8
288.066	50941.3
286.036	50807.4
284.006	51288.1
281.975	50852.6
279.943	51286.1
277.911	50911.2
275.878	50993.9
273.844	51134.4
271.81	51159.2
269.775	50961.7
267.739	51358.6
265.702	51310.9
263.665	51129.4
261.627	51361.5
259.588	51403.3
257.548	51485.5
255.508	51124.1
253.467	51459.9
251.425	51500.4
249.383	51498
247.34	51697.5
245.296	52179.3
243.251	52261
241.206	52823
239.16	53460.3
237.113	54615.1
235.065	55518.7
233.017	57197.9
230.968	57602.1
228.918	57580.4
226.868	57151.4
224.816	55493
222.765	54849.4
220.712	54184.4
218.658	53489.4
216.604	53179.5
214.549	52950
212.494	52641.7
210.438	52835.7
208.38	53158.4
206.323	53143.1
204.264	53118.1
202.205	53417.3
200.145	53233.2
198.084	53137.8
196.023	53150.4
193.961	53110.8
191.898	53102.8
189.834	53202.6
187.77	52850.6
185.704	52865.7
183.639	53148.2
181.572	53351.8
179.505	53297.7
177.436	53421.4
175.368	53298.4
173.298	53089.8
171.228	53255.6
169.157	53091.8
167.085	53462.6
165.012	53157.7
162.939	53584.9
160.865	53043.8
158.79	53075.5
156.715	52886.8
154.639	52469.4
152.562	52427.8
150.484	52196.1
148.406	52723.6
146.327	52379
144.247	52428.8
142.166	52705.7
140.085	52653.3
138.002	52318.8
135.92	52738.2
133.836	53326.5
131.752	53775.3
129.666	53986.4
127.581	54209.2
125.494	53318.9
123.407	52138.1
121.319	51464.7
119.23	50667.2
117.14	49720.7
115.05	48725.9
112.959	46382
110.867	42857.7
108.774	38091.1
106.681	32042.8
