1196.78	43518.4
1195.05	42847.8
1193.32	43378.7
1191.6	42865.7
1189.87	43159
1188.14	43061.6
1186.41	42985.9
1184.68	42927.6
1182.95	42927.1
1181.22	42886.2
1179.49	43082.1
1177.76	42957.4
1176.03	43192.2
1174.3	43159.9
1172.56	43235.7
1170.83	43109.7
1169.09	43091.8
1167.36	43121.5
1165.62	43154
1163.89	43451.6
1162.15	43617.9
1160.42	43523.6
1158.68	43216.4
1156.94	43778.1
1155.2	43742.8
1153.46	43786.6
1151.72	43581.7
1149.98	43764.8
1148.24	44141.6
1146.5	43992.8
1144.76	44181.3
1143.02	44234.9
1141.27	44634.1
1139.53	44351.9
1137.79	44584.5
1136.04	44388.4
1134.3	44852.9
1132.55	45013.5
1130.8	44913.5
1129.06	44983.8
1127.31	45026.8
1125.56	45115.6
1123.81	44795.5
1122.06	45021.5
1120.31	45084.5
1118.56	44936
1116.81	44996.1
1115.06	44837.7
1113.31	44979.1
1111.56	44903.6
1109.81	45655.3
1108.05	45273.1
1106.3	45576.7
1104.54	45599.3
1102.79	45479.5
1101.03	45300
1099.28	45517.8
1097.52	45862
1095.76	45550.2
1094.01	45861.5
1092.25	45601.1
1090.49	46358.4
1088.73	45698.7
1086.97	45900.2
1085.21	46283.3
1083.45	46116.8
1081.68	46083.7
1079.92	46164.2
1078.16	46431.8
1076.4	46323.6
1074.63	46600.9
1072.87	46642.8
1071.1	46902.9
1069.34	47046.6
1067.57	46890.2
1065.8	47106
1064.04	47266.5
1062.27	47436.7
1060.5	47492.4
1058.73	47463.2
1056.96	47783
1055.19	47681.7
1053.42	47841.7
1051.65	48585.9
1049.88	48109.1
1048.11	48419.6
1046.33	48421.2
1044.56	48959.8
1042.78	49213.5
1041.01	49021.7
1039.24	49303.3
1037.46	49127.2
1035.68	49666.1
1033.91	49537.8
1032.13	49752.7
1030.35	49904.2
1028.57	49792.8
1026.79	49833.1
1025.01	50040.6
1023.23	50047.2
1021.45	50189.9
1019.67	50207.6
1017.89	50134.1
1016.11	50687.6
1014.32	50191.9
1012.54	50302.1
1010.76	50379.9
1008.97	50456.3
1007.19	50135
1005.4	50320.6
1003.61	50054
1001.83	50078.6
1000.04	50301.8
998.25	50076
996.461	49888.2
994.671	49859.7
992.882	49910.8
991.091	49512.3
989.3	49440.6
987.508	49509.9
985.716	49173.3
983.923	49566.1
982.13	49550.3
980.336	49492.6
978.541	49645.3
976.746	49376
974.951	49608
973.154	49773
971.357	49473.2
969.56	50022.1
967.762	50095
965.964	50130.4
964.164	50588.2
962.365	50581.7
